@relation segmentation-data

@attribute REGION-CENTROID-COL numeric
@attribute REGION-CENTROID-ROW numeric
@attribute REGION-PIXEL-COUNT numeric
@attribute SHORT-LINE-DENSITY-5 numeric
@attribute SHORT-LINE-DENSITY-2 numeric
@attribute VEDGE-MEAN numeric
@attribute VEDGE-SD numeric
@attribute HEDGE-MEAN numeric
@attribute HEDGE-SD numeric
@attribute INTENSITY-MEAN numeric
@attribute RAWRED-MEAN numeric
@attribute RAWBLUE-MEAN numeric
@attribute RAWGREEN-MEAN numeric
@attribute EXRED-MEAN numeric
@attribute EXBLUE-MEAN numeric
@attribute EXGREEN-MEAN numeric
@attribute VALUE-MEAN numeric
@attribute SATURATION-MEAN numeric
@attribute HUE-MEAN numeric
@attribute CLASS {BRICKFACE,SKY,FOLIAGE,CEMENT,WINDOW,PATH,GRASS}

@data
219,176,9,0,0.111111,2.111112,1.857917,5.111111,2.841493,60.296295,53.333332,75.66667,51.88889,-20.88889,46.11111,-25.222221,75.66667,0.314462,-2.030648,PATH
205,190,9,0,0,1.277777,0.998145,1.611111,1.123816,49.48148,44.77778,60.666668,43,-14.111111,33.555557,-19.444445,60.666668,0.290788,-1.987599,PATH
202,193,9,0,0,1.111112,0.750308,3.388888,2.489236,41.703705,37.88889,50.666668,36.555557,-11.444445,26.88889,-15.444445,50.666668,0.278387,-1.992997,PATH
223,161,9,0,0,1.388889,3.040736,8.999999,31.022234,42.037037,36,52.22222,37.88889,-18.11111,30.555555,-12.444445,52.22222,0.308416,-2.282295,PATH
87,196,9,0.111111,0,1.333332,0.869228,2.222222,1.668887,61.592594,55,75.66667,54.11111,-19.777779,42.22222,-22.444445,75.66667,0.287526,-2.048736,PATH
105,193,9,0,0,3.222222,1.90516,2.888889,2.177325,60.11111,53.11111,75.111115,52.11111,-21,45,-24,75.111115,0.308465,-2.047766,PATH
77,185,9,0,0,2.944445,7.662959,6.222221,32.118523,32.555557,29.222221,39.666668,28.777779,-10,21.333334,-11.333333,39.666668,0.27036,-2.085272,PATH
88,180,9,0,0,1.499999,0.936898,3.833332,2.888675,50.407406,45.22222,62.333332,43.666668,-15.555555,35.77778,-20.222221,62.333332,0.300918,-2.008719,PATH
214,161,9,0,0,3.722222,0.729634,11.5,18.922234,40.444443,35.333336,49.666668,36.333336,-15.333333,27.666666,-12.333333,49.666668,0.298056,-2.198939,PATH
198,183,9,0,0,1.055555,1.18165,3.388888,1.597451,54.037037,48.88889,66.55556,46.666668,-15.444445,37.555557,-22.11111,66.55556,0.298622,-1.974959,PATH
189,187,9,0,0,1.222223,1.003697,3.055555,2.389019,48.51852,44.11111,59.88889,41.555557,-13.222222,34.11111,-20.88889,59.88889,0.305755,-1.947472,PATH
124,191,9,0,0,3.500001,2.738614,3.277778,2.800133,59.74074,52.88889,74.77778,51.555557,-20.555555,45.11111,-24.555555,74.77778,0.313611,-2.03548,PATH
182,186,9,0.111111,0,3.666666,2.043961,1.777777,1.241266,48.444443,43.77778,59.88889,41.666668,-14,34.333332,-20.333334,59.88889,0.304522,-1.973056,PATH
151,163,9,0,0,2.055556,2.285186,18.166666,41.988934,40,34.555557,48,37.444443,-16.333334,24,-7.666666,48.11111,0.263846,-2.51749,PATH
112,197,9,0,0,4.222223,2.993821,4.944445,3.122795,50.333332,44.666668,62.22222,44.11111,-17,35.666668,-18.666666,62.22222,0.296328,-2.071221,PATH
137,182,9,0,0,1.833333,3.855555,3.611111,9.218522,34.925926,31.444445,42.88889,30.444445,-10.444445,23.88889,-13.444445,42.88889,0.285756,-2.001125,PATH
4,201,9,0,0.222222,2.722222,1.678846,5.222221,3.124574,53.703705,47.11111,67.22222,46.77778,-19.777779,40.555557,-20.777779,67.22222,0.308859,-2.075226,PATH
235,196,9,0,0,1.666667,1.333334,2.222222,1.148268,47.25926,41.77778,58.555557,41.444443,-16.444445,33.88889,-17.444445,58.555557,0.294238,-2.074616,PATH
167,189,9,0,0,3.777777,2.237722,3.777777,1.544405,58.407406,51.333332,72.44444,51.444443,-21.222221,42.11111,-20.88889,72.44444,0.295523,-2.101326,PATH
250,176,9,0,0.111111,1.611112,1.06284,3.444444,1.695309,53.666668,47.11111,67.66667,46.22222,-19.666666,42,-22.333334,67.66667,0.318137,-2.052258,PATH
244,194,9,0,0,1.722222,1.14342,2.277778,2.03761,49.74074,44.444443,61.666668,43.11111,-15.888889,35.77778,-19.88889,61.666668,0.300853,-2.021838,PATH
178,185,9,0,0,2.611112,1.806368,3.111111,2.277101,49.037037,44,60.666668,42.444443,-15.111111,34.88889,-19.777779,60.666668,0.300036,-2.006186,PATH
229,195,9,0,0,4.166666,2.277915,4.111111,2.247634,47.703705,42.444443,58.88889,41.77778,-15.777778,33.555557,-17.777779,58.88889,0.290278,-2.052705,PATH
5,210,9,0,0.111111,2.166667,1.669998,4.444444,2.613356,51.296295,45.444443,64.333336,44.11111,-17.555555,39.11111,-21.555555,64.333336,0.317566,-2.020895,PATH
118,180,9,0,0,1.944445,1.481991,3.111111,1.088663,48.555557,44.11111,59,42.555557,-13.333333,31.333334,-18,59,0.278822,-1.996042,PATH
86,193,9,0,0,3.277779,1.652159,2.222222,1.80944,61.407406,53.666668,76.55556,54,-23.222221,45.444443,-22.222221,76.55556,0.299579,-2.109375,PATH
204,156,9,0,0,0.5,0.278886,2,0.557773,23.703703,17.333334,25.444445,28.333334,-19.11111,5.222222,13.888889,28.333334,0.389034,2.864931,GRASS
71,180,9,0.111111,0,1.222222,0.562963,3,1.866665,22.333334,18.333334,21.444445,27.222221,-12,-2.666667,14.666667,27.222221,0.327383,2.453831,GRASS
60,181,9,0.111111,0,1.666667,1.200001,2.666667,2.088887,19.62963,17.11111,17.88889,23.88889,-7.555555,-5.222222,12.777778,23.88889,0.285691,2.189135,GRASS
103,216,9,0,0,0.888889,0.651852,2.166666,1.144444,14.555555,10.888889,13.666667,19.11111,-11,-2.666667,13.666667,19.11111,0.431696,2.447547,GRASS
89,221,9,0,0,1.388889,1.485185,1.444444,1.585186,14.074074,10.666667,12.444445,19.11111,-10.222222,-4.888889,15.111111,19.11111,0.446012,2.317212,GRASS
8,199,9,0,0,1.666667,0.788811,1.388889,0.712325,15,13.333333,11.777778,19.88889,-5,-9.666667,14.666667,19.88889,0.408885,1.905303,GRASS
200,250,9,0,0,2.277778,1.420746,1.444444,1.025599,9.222222,6.555555,7.333334,13.777778,-8,-5.666666,13.666667,13.777778,0.56339,2.192935,GRASS
163,166,9,0,0,1.777778,1.096297,2.444445,1.051852,16.962963,12.333333,16.333334,22.222221,-13.888889,-1.888889,15.777778,22.222221,0.446214,2.515826,GRASS
186,173,9,0,0,1.444444,0.829631,2.111111,1.985185,17.148148,13.555555,15.555555,22.333334,-10.777778,-4.777778,15.555555,22.333334,0.396433,2.332739,GRASS
2,245,9,0,0,1.888889,2.162963,3.166667,3.277778,6.407407,6.222222,6,7,-0.555556,-1.222222,1.777778,7.222222,0.191049,1.756645,GRASS
62,223,9,0,0,2.5,5.722223,1.666667,2.444444,6.666666,4.888889,4.666667,10.444445,-5.333334,-6,11.333333,10.444445,0.59315,2.046588,GRASS
242,183,9,0,0,1.5,0.936898,2.166667,1.798147,15.37037,12.666667,12.444445,21,-8.111111,-8.777778,16.88889,21,0.420244,2.075874,GRASS
200,215,9,0,0,1.555556,0.958394,4.722222,2.645052,23.037037,17.11111,22.555555,29.444445,-17.777779,-1.444444,19.222221,29.444445,0.420767,2.561049,GRASS
57,177,9,0,0,0.944445,0.551852,1.444444,1.71852,19.592592,15.777778,18.444445,24.555555,-11.444445,-3.444444,14.888889,24.555555,0.35899,2.413262,GRASS
63,220,9,0,0,3.055556,15.262959,3.666667,6.08889,8.185185,6.555555,6.444445,11.555555,-4.888889,-5.222222,10.111111,11.555555,0.486717,2.09315,GRASS
117,224,9,0,0,3.055556,2.559658,3.055556,3.021527,20.25926,15.444445,17.777779,27.555555,-14.444445,-7.444445,21.88889,27.555555,0.441516,2.304153,GRASS
233,211,9,0.111111,0,2.666667,6.08889,1.666667,1.733333,15.444445,12.444445,15.222222,18.666668,-9,-0.666667,9.666667,18.666668,0.335421,2.554965,GRASS
232,175,9,0,0,1.166667,0.62361,2.833333,2.167949,15.37037,12.444445,13.555555,20.11111,-8.777778,-5.444445,14.222222,20.11111,0.387412,2.242196,GRASS
29,195,9,0,0,0.444444,0.403687,0.611111,0.680414,16.037037,14.444445,13.333333,20.333334,-4.777778,-8.111111,12.888889,20.333334,0.342307,1.94304,GRASS
63,201,9,0,0,1.444444,0.918519,0.944444,0.551852,7.777778,6.222222,5.555555,11.555555,-4.666666,-6.666666,11.333333,11.555555,0.543201,1.982987,GRASS
93,236,9,0.111111,0,1.777778,2.696296,2,0.933333,12.518518,9.555555,10.777778,17.222223,-8.888889,-5.222222,14.111111,17.222223,0.447247,2.267197,GRASS
72,191,9,0.111111,0,1.277778,0.507408,3.111111,4.607407,15.185185,12.111111,14.888889,18.555555,-9.222222,-0.888889,10.111111,18.555555,0.35037,2.545329,GRASS
52,170,9,0,0,0.555556,0.45542,0.944444,0.389683,25.444445,20.11111,25.333334,30.88889,-16,-0.333333,16.333334,30.88889,0.349112,2.604013,GRASS
233,184,9,0,0,0.5,0.077778,0.777778,0.785185,11.851851,9.777778,9.888889,15.888889,-6.222222,-5.888889,12.111111,15.888889,0.405556,2.128646,GRASS
237,191,9,0,0,1,0.311111,1.5,1.011111,7.333334,5.333334,5.444445,11.222222,-6,-5.666666,11.666667,11.222222,0.53582,2.122422,GRASS
36,243,9,0.111111,0,1.888889,1.851851,2,0.71111,13.333333,9.888889,12.111111,18,-10.333333,-3.666667,14,18,0.452229,2.368311,GRASS
186,218,9,0,0,1.166667,0.744444,1.166667,0.655555,13.703704,10.666667,12.666667,17.777779,-9.111111,-3.111111,12.222222,17.777779,0.401347,2.382684,GRASS
197,236,9,0,0,2.444444,6.829628,3.333333,7.599998,16.074074,13.111111,16.666668,18.444445,-8.888889,1.777778,7.111111,18.555555,0.292729,2.7898,GRASS
208,240,9,0.111111,0,1.055556,0.862963,2.444444,5.007407,14.148149,10.888889,13,18.555555,-9.777778,-3.444444,13.222222,18.555555,0.421621,2.392487,GRASS
223,185,9,0,0,0.5,0.349603,2.388889,2.080776,12.962963,11.555555,9.777778,17.555555,-4.222222,-9.555555,13.777778,17.555555,0.445418,1.83885,GRASS
